V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
10.74,52.38,9.48,nan,19.21,41.41,48.50,19.06,1.80,51.39,48.36,3.01,3.51,5.54,5.29,nan,19.07,7.54,4.75,3.57,12.33,nan,16.49,8.54,nan,13.62,28.26,16.68,5.81,4.98,15.80,10.66,2.86,15.35,16.11,17.25,1,0.4954
8.70,46.27,29.14,7.89,15.52,20.59,25.59,17.80,5.66,26.02,52.97,2.86,4.67,2.39,7.45,nan,23.63,16.56,nan,7.12,20.77,1.49,6.27,3.52,4.72,6.94,10.35,7.63,20.18,12.56,20.56,17.37,nan,27.42,4.68,15.94,3,0.4482
12.78,34.92,26.90,6.88,33.19,33.77,40.37,nan,2.10,33.44,26.73,2.47,3.10,nan,9.96,17.48,23.08,4.19,10.31,12.51,7.16,27.46,14.82,11.43,4.64,12.31,18.31,15.22,nan,17.33,15.55,11.69,5.48,nan,12.59,17.72,1,0.5049
10.01,59.32,32.67,10.23,16.44,39.75,30.89,28.84,4.00,24.33,39.97,3.63,5.46,3.17,7.07,15.48,19.74,11.52,7.43,18.59,19.78,23.95,10.77,9.99,3.21,10.00,19.34,13.41,27.83,8.81,18.85,18.79,3.26,19.53,11.07,17.05,4,0.5157
18.32,32.14,19.27,5.61,13.76,32.99,59.56,14.11,4.19,30.19,64.15,2.38,5.55,3.12,8.95,nan,17.01,3.60,9.42,9.06,16.21,23.74,15.44,6.13,5.11,10.69,13.05,12.08,33.66,10.65,nan,23.10,4.40,15.91,19.61,14.40,1,0.5178
7.99,69.23,25.66,8.03,15.68,49.78,45.03,12.16,4.09,32.41,39.13,2.72,3.64,4.92,14.31,nan,25.01,14.64,13.50,7.15,8.33,20.22,10.77,5.77,2.74,5.17,9.22,18.24,14.21,7.60,30.61,25.96,3.34,20.09,15.19,19.41,2,0.5475
12.98,18.46,41.30,2.44,nan,nan,14.36,43.20,1.88,25.54,34.11,5.42,3.23,4.58,10.77,10.24,29.87,4.29,11.50,16.29,5.88,29.13,13.92,4.86,2.98,24.82,6.42,10.02,57.69,nan,9.76,6.02,4.48,25.04,7.13,13.23,4,0.4713
6.97,56.78,40.94,12.07,nan,58.70,38.66,23.23,1.60,46.01,38.26,1.82,1.86,5.09,7.69,12.91,13.16,1.04,15.34,12.38,16.95,42.64,14.37,9.30,3.99,13.68,19.31,16.16,39.83,11.48,23.03,nan,1.76,13.05,9.68,19.86,1,0.5812
11.44,42.59,29.97,7.24,33.88,27.95,35.23,38.29,2.55,35.34,18.40,5.31,2.53,4.95,7.78,13.91,16.81,8.75,5.79,17.07,7.96,34.67,12.00,9.48,2.97,10.00,19.33,15.54,23.88,14.09,18.27,6.16,2.62,18.12,5.92,18.63,1,0.4790
14.96,37.35,38.33,8.09,21.42,27.92,40.46,35.52,3.16,21.30,37.42,3.88,3.16,1.79,6.27,nan,18.58,9.45,6.68,16.17,nan,30.18,9.27,9.76,3.67,14.88,14.69,8.51,31.66,13.20,18.11,12.35,1.71,14.73,9.88,nan,5,0.4914
8.29,nan,52.45,11.81,30.58,21.79,30.75,57.57,2.69,38.15,93.10,2.98,2.60,3.54,13.10,7.27,7.49,11.55,15.85,7.00,8.99,42.72,12.35,5.48,3.90,27.42,17.16,7.73,44.59,6.70,8.10,26.74,nan,8.89,5.00,11.16,0,0.5770
14.17,32.96,27.76,11.71,24.42,20.21,30.28,30.75,2.77,23.59,50.95,6.05,4.15,2.79,2.72,7.55,20.18,15.44,11.92,12.89,nan,10.78,12.01,7.60,1.80,8.86,14.59,8.79,33.18,14.35,12.17,15.94,4.02,19.17,10.29,12.48,0,0.4770
10.09,60.36,20.92,10.31,24.99,40.91,37.81,10.62,2.11,26.92,40.71,3.19,3.13,3.56,7.41,14.89,27.28,14.63,9.40,5.02,23.27,7.22,13.13,8.93,3.18,10.73,nan,8.50,22.58,12.85,23.37,16.18,2.89,23.37,11.06,22.32,3,0.5121
7.50,1.68,28.40,8.10,25.28,7.43,15.91,47.92,3.23,20.35,45.03,3.05,4.79,4.31,13.57,5.82,23.97,5.73,7.45,11.85,5.85,15.45,5.67,8.49,3.72,7.44,13.92,7.64,49.71,18.92,3.93,17.50,1.98,8.69,0.00,13.04,5,0.3942
15.06,26.54,44.31,11.27,42.48,13.92,16.52,53.39,3.13,8.03,45.40,2.94,1.88,2.35,11.88,9.64,30.40,11.65,10.39,15.42,9.69,16.01,12.91,8.78,3.49,28.95,10.41,5.36,51.36,14.58,8.24,7.39,3.66,23.20,12.53,12.95,4,0.5008
10.94,25.12,48.41,10.54,51.57,17.15,17.55,55.10,4.12,11.71,35.65,4.31,5.99,1.66,12.55,5.62,24.59,8.73,10.82,20.07,7.74,26.01,15.41,10.55,2.42,25.54,8.90,6.45,56.02,14.02,9.01,8.85,3.51,23.49,14.82,14.30,4,0.5212
12.05,43.55,30.35,6.31,31.52,31.87,28.38,32.02,3.70,28.36,40.24,5.34,2.50,2.91,11.78,11.54,17.94,6.01,8.57,12.80,18.92,27.09,12.55,10.13,nan,nan,15.36,13.49,41.34,13.58,14.75,9.59,2.64,14.01,10.36,17.60,0,0.5068
10.24,50.19,36.44,6.79,19.74,38.70,29.06,27.96,2.34,34.54,60.02,3.12,3.56,3.74,7.81,10.37,14.67,9.98,14.71,12.18,20.64,29.69,11.67,nan,3.66,14.42,15.96,13.41,42.12,9.48,16.94,19.30,3.27,12.88,13.95,16.21,1,0.5493
12.43,41.05,26.22,9.06,30.35,34.92,40.49,38.70,5.63,38.02,35.02,2.82,4.37,2.48,8.72,12.89,15.80,5.83,6.80,14.26,16.26,35.29,15.87,5.02,3.18,15.09,8.90,14.35,42.26,15.03,13.76,14.62,0.92,13.33,6.01,21.09,5,0.5234
13.75,47.08,nan,12.23,42.52,24.90,32.45,48.15,3.10,21.23,60.69,4.46,2.25,4.28,11.05,10.32,16.02,15.28,13.41,13.15,11.49,24.36,13.22,10.64,3.40,21.57,16.99,6.75,35.41,7.28,14.16,14.83,2.85,16.15,nan,17.23,1,0.5648
13.19,30.56,nan,nan,36.45,11.74,37.85,nan,5.11,32.02,79.25,2.99,5.46,6.42,10.41,7.79,11.84,13.19,11.20,8.67,8.84,34.74,11.88,9.68,2.80,27.12,20.90,4.60,39.99,12.70,10.80,21.33,1.40,11.88,6.50,13.61,0,0.5562
12.09,46.56,20.51,9.07,21.23,36.30,nan,16.53,5.85,36.29,31.41,2.77,3.83,2.58,3.91,6.35,24.99,10.50,9.91,14.92,25.12,5.98,10.35,5.42,3.93,6.64,11.33,15.46,52.83,nan,nan,25.01,5.03,19.37,7.64,26.85,3,0.5260
7.83,33.51,35.42,5.17,12.35,36.19,24.47,30.66,3.29,26.86,42.57,1.95,4.66,2.26,8.73,14.21,19.47,4.67,12.68,15.35,14.89,30.74,10.07,6.59,3.51,9.66,14.32,10.70,nan,10.82,13.52,11.64,3.00,12.79,11.16,13.43,1,0.4632
16.12,31.04,41.67,11.89,33.70,21.99,42.36,45.40,3.64,15.59,54.27,5.14,5.31,3.03,13.18,15.19,19.64,11.54,14.25,16.32,9.74,15.57,13.96,6.33,3.53,15.04,13.03,5.48,37.55,14.23,11.71,18.35,3.37,13.58,13.45,17.21,1,0.5334
12.79,22.05,43.84,6.53,37.00,14.63,21.53,44.35,4.70,14.43,51.82,3.77,3.96,4.43,11.93,11.39,22.17,4.39,7.90,15.75,9.02,35.07,15.71,12.38,4.73,27.44,12.48,8.64,50.40,11.06,4.61,8.50,3.65,26.05,14.66,4.53,4,0.4910
5.55,70.87,51.01,10.25,16.93,47.52,9.98,36.05,2.63,38.42,45.36,5.00,3.30,2.61,13.27,9.05,20.04,7.11,20.97,19.93,22.62,25.94,18.28,3.70,3.61,14.78,19.08,13.85,38.21,9.48,19.56,14.46,2.69,23.78,1.64,nan,4,0.5574
17.95,50.27,27.65,13.44,51.82,21.22,48.72,33.41,2.66,35.80,62.05,3.83,3.08,3.15,9.76,10.53,6.80,15.43,13.37,6.35,nan,14.96,16.74,10.02,4.54,nan,21.55,12.11,20.06,12.73,12.67,11.15,3.77,17.25,10.23,17.75,1,0.5519
13.86,28.45,51.29,nan,43.23,16.45,21.97,51.32,nan,6.72,45.58,2.33,2.68,4.20,14.72,12.26,22.16,7.62,11.63,19.44,9.76,25.01,15.60,13.73,3.25,23.82,14.66,5.10,47.03,14.14,7.39,6.51,6.23,20.90,12.13,nan,4,0.5047
7.46,32.47,57.75,8.21,48.57,13.23,nan,59.88,3.78,15.45,24.83,2.72,5.24,1.59,8.32,4.29,23.60,nan,10.95,22.04,3.12,42.20,16.96,7.85,2.12,28.49,5.30,nan,37.83,13.49,17.58,1.54,3.11,29.19,12.59,7.19,4,0.4986
10.95,38.22,31.51,12.91,nan,35.09,35.52,34.81,4.03,28.76,37.37,2.53,4.18,5.00,nan,12.71,15.64,1.65,10.30,10.55,15.93,22.65,10.84,5.15,nan,nan,17.43,13.99,30.25,12.86,nan,9.38,3.93,14.64,10.26,16.74,4,0.4929
11.88,26.34,32.90,6.79,41.22,13.05,15.15,57.59,nan,18.25,30.94,4.51,3.87,5.05,11.79,4.19,26.75,8.22,2.21,17.68,8.30,37.90,17.40,9.60,4.63,24.96,6.66,9.90,50.25,10.40,8.80,5.06,2.91,20.43,10.47,11.49,4,0.4677
16.93,58.15,59.16,6.23,14.54,42.92,nan,20.98,5.41,30.71,49.20,2.50,3.30,2.10,7.96,22.51,8.11,2.82,14.20,22.08,14.09,34.42,13.18,12.70,5.10,12.41,16.96,5.94,35.84,6.78,23.38,23.49,2.07,22.09,7.62,23.44,3,0.5903
9.87,44.65,39.12,nan,43.61,25.11,34.07,39.95,1.80,nan,41.50,1.78,nan,1.82,15.46,15.08,20.54,10.90,4.88,12.43,10.35,27.63,9.74,13.80,nan,21.02,17.08,10.72,33.77,14.40,17.32,14.50,4.42,17.67,13.01,16.34,5,0.5264
15.64,20.56,38.77,5.70,33.90,13.95,27.45,42.48,6.43,16.61,33.62,5.76,5.32,3.05,11.12,9.78,27.11,4.63,nan,16.43,6.77,30.59,15.91,8.80,3.10,22.75,7.98,7.63,46.48,nan,11.95,nan,2.02,24.80,13.42,10.59,4,0.4722
9.63,49.08,22.17,7.86,11.86,43.51,38.00,6.78,nan,42.10,33.81,3.83,2.89,2.76,4.46,10.71,27.20,6.83,12.76,9.99,21.60,13.59,15.29,nan,3.68,6.42,14.88,10.76,28.67,15.58,23.55,18.79,3.72,22.74,10.13,23.70,3,0.5008
9.39,60.19,26.91,nan,32.43,40.77,31.33,34.10,3.79,24.18,37.14,4.02,1.96,5.09,12.79,15.23,23.80,12.64,7.61,12.74,13.98,26.67,14.13,12.53,4.34,13.95,18.79,14.75,26.35,9.02,19.32,15.04,3.93,14.57,15.25,18.06,4,0.5351
13.84,38.09,38.60,6.39,33.47,23.11,32.79,30.39,4.98,30.25,65.52,4.67,nan,1.61,12.57,11.21,16.40,10.79,19.18,10.23,14.73,13.39,13.43,6.40,2.48,13.10,20.75,nan,33.61,12.31,12.46,13.23,4.35,16.73,14.74,17.24,1,0.5287
14.53,53.11,43.39,3.04,31.65,23.41,52.37,28.03,2.25,31.94,52.34,2.95,4.38,1.78,14.19,20.39,7.99,9.61,9.70,16.36,12.41,22.74,10.56,10.25,4.27,8.78,20.49,8.14,20.85,10.59,19.06,17.48,1.53,20.12,6.36,25.01,3,0.5347
7.46,67.02,35.85,13.58,18.16,41.39,15.89,32.12,2.33,4.16,38.19,3.50,1.68,4.25,11.64,18.46,25.85,15.29,8.51,20.38,24.51,4.73,6.70,11.27,3.46,8.22,16.17,10.90,27.21,8.82,17.24,16.34,3.10,21.83,10.07,16.84,4,0.4924
8.12,nan,11.26,11.16,36.67,48.44,37.96,6.61,5.04,36.50,32.92,4.25,3.52,3.36,14.05,16.98,25.60,9.91,9.49,0.00,11.85,6.68,8.58,10.98,2.80,5.06,1.90,20.14,38.96,9.72,23.59,27.26,3.62,23.44,9.78,28.13,2,0.5525
7.61,61.76,42.06,7.37,19.15,52.53,21.50,21.45,4.73,31.38,42.41,2.14,5.91,0.54,11.58,nan,21.77,7.71,19.53,15.50,17.90,21.23,11.32,9.93,3.24,12.67,14.83,15.94,47.63,13.67,nan,19.55,3.54,17.87,8.51,20.90,2,0.5699
12.12,42.96,24.60,5.03,40.50,17.89,38.73,41.18,2.15,nan,36.46,3.30,4.27,5.32,14.31,13.94,18.54,14.98,4.71,15.59,13.39,22.62,14.82,7.47,4.62,10.31,11.54,nan,21.95,13.86,15.02,8.95,3.97,15.55,12.69,18.58,5,0.4810
8.89,31.58,39.00,7.39,50.82,17.46,13.21,48.58,3.51,14.75,32.28,2.39,4.22,1.82,13.75,5.14,22.15,8.31,7.73,nan,11.78,29.02,17.00,13.56,3.80,20.26,6.01,8.49,50.13,12.32,8.69,3.95,2.98,23.37,nan,12.42,4,0.4802
17.06,40.24,35.55,11.41,35.76,23.95,54.42,22.34,2.83,28.37,53.37,4.36,5.19,2.37,7.80,11.04,12.32,12.07,13.52,10.76,16.98,21.40,17.29,nan,3.94,10.76,19.98,10.20,24.94,18.96,19.62,17.91,2.11,17.16,15.43,10.82,0,0.5441
14.99,51.85,42.16,15.77,24.75,38.97,34.68,43.13,3.53,21.33,43.00,4.92,4.82,5.03,nan,14.52,18.70,9.95,13.68,16.59,20.72,21.49,nan,3.45,3.13,16.78,10.14,10.33,37.18,13.78,17.71,13.64,4.11,14.79,7.27,16.72,4,0.5496
8.83,39.87,41.07,nan,38.86,32.91,nan,46.02,5.60,30.00,40.18,3.43,3.77,5.41,9.30,14.38,12.99,10.30,11.53,17.15,12.64,36.18,14.23,6.25,4.79,17.61,12.94,8.86,33.79,14.92,13.69,11.25,2.89,12.66,11.19,20.03,1,0.5409
12.52,37.02,47.76,19.92,33.81,36.30,41.99,54.13,5.95,36.90,83.52,1.72,4.14,2.55,2.81,13.85,10.47,16.03,21.42,6.76,11.87,35.62,15.23,5.90,2.73,29.41,19.75,6.68,nan,13.95,6.22,21.33,2.26,5.92,8.76,12.49,0,0.6109
10.73,54.65,41.11,9.46,33.37,36.53,34.16,30.86,2.99,24.85,45.21,4.78,2.73,2.86,15.97,15.57,16.61,8.88,15.42,13.85,16.81,21.87,15.71,9.97,3.76,11.57,15.09,11.61,31.23,13.83,18.45,13.66,3.75,16.95,9.57,16.47,0,0.5430
7.42,17.90,nan,11.89,23.11,nan,23.59,49.30,4.19,15.95,49.20,3.03,3.36,5.43,12.00,6.62,25.90,13.37,11.74,15.40,4.93,23.35,12.70,9.63,3.65,10.31,8.72,8.41,50.16,17.42,10.43,28.43,4.42,7.00,nan,9.35,5,0.4784
6.78,53.12,27.10,7.02,22.33,35.48,18.64,17.42,4.08,29.54,52.00,4.96,3.34,2.62,7.00,9.51,19.68,12.65,11.19,nan,22.42,20.05,nan,14.75,4.58,nan,13.66,14.09,41.37,12.19,15.31,19.72,3.32,19.52,7.66,13.31,0,0.5078
12.35,56.32,67.26,11.77,nan,29.30,54.68,49.88,1.83,29.63,64.66,5.23,3.15,3.43,12.07,16.21,9.97,16.40,15.42,13.86,11.73,47.45,16.06,5.10,2.89,29.17,20.93,4.16,15.38,17.37,27.94,17.84,2.57,10.51,nan,11.05,2,0.6109
9.89,nan,38.55,11.21,nan,32.92,31.93,41.88,4.37,24.66,nan,2.56,3.22,4.57,8.53,10.00,16.44,nan,10.93,15.40,17.41,30.90,13.48,4.68,4.25,14.37,12.56,7.83,31.35,11.29,15.06,8.49,3.36,13.78,11.77,14.68,0,0.4919
17.83,53.48,32.10,8.33,3.52,38.62,30.93,nan,3.17,37.24,48.87,4.40,4.31,3.08,10.32,14.02,24.51,6.66,14.59,11.75,16.07,nan,16.56,2.00,2.15,13.37,16.77,12.96,30.55,6.90,20.26,12.12,3.89,12.55,5.11,16.83,0,0.5084
12.21,45.70,47.40,6.99,27.80,25.40,24.32,36.30,3.87,24.81,62.85,6.28,5.69,3.21,12.82,10.57,14.26,11.26,16.95,14.75,16.14,nan,10.57,9.12,3.00,13.36,15.01,9.07,44.29,10.21,14.38,18.10,5.14,16.69,7.58,16.66,0,0.5423
15.12,36.16,58.75,7.65,14.49,26.32,44.46,42.88,2.43,27.31,70.94,3.64,2.89,2.96,9.72,20.49,11.02,8.22,15.22,14.86,6.81,45.49,13.17,10.92,3.77,23.29,19.51,6.73,36.51,12.65,13.88,nan,4.93,11.33,5.14,6.96,2,0.5529
9.52,36.05,38.99,10.75,28.87,35.21,38.96,38.13,2.24,38.25,44.44,3.50,4.47,nan,6.76,14.78,16.42,nan,10.38,13.39,9.31,39.34,14.13,7.50,nan,20.51,19.27,10.75,34.49,11.96,12.13,14.76,1.77,19.03,8.96,16.83,3,0.5266
5.31,53.47,35.25,9.79,33.04,nan,37.31,33.81,3.86,36.43,50.76,5.80,nan,5.15,9.20,13.95,7.18,12.67,15.57,12.63,20.62,31.71,nan,nan,3.22,8.57,16.03,11.06,19.19,13.31,14.59,11.10,3.40,12.10,8.50,16.39,5,0.5310
7.01,62.51,27.77,12.74,29.35,48.91,34.99,26.24,3.19,33.13,39.88,2.85,4.79,4.32,nan,15.75,18.45,12.19,11.31,8.39,18.39,nan,12.68,9.35,2.03,12.75,17.23,16.14,22.18,11.78,21.50,14.54,3.31,14.20,12.81,16.88,4,0.5446
6.63,42.42,46.82,14.95,43.40,nan,23.59,42.10,4.61,27.20,30.41,3.45,4.48,4.72,7.84,8.19,18.59,4.54,14.34,15.86,10.83,33.54,10.57,13.57,5.23,19.55,16.93,10.47,52.66,9.97,16.44,13.61,1.86,13.54,15.05,22.71,1,0.5743
11.18,52.69,18.52,9.35,21.65,41.06,42.79,nan,3.76,35.93,31.95,4.65,3.57,4.56,9.40,20.37,28.55,12.40,11.86,7.16,6.12,12.25,11.12,3.39,4.91,6.82,6.63,16.21,22.49,8.72,23.34,21.58,3.66,26.00,12.34,23.63,2,0.5170
11.48,54.86,31.19,7.79,2.39,40.45,21.05,22.65,5.77,26.30,46.09,3.48,4.44,2.92,7.40,17.53,23.46,6.51,10.91,19.23,22.81,15.13,10.44,8.53,4.48,7.74,21.62,13.70,36.28,9.05,13.09,18.19,5.03,21.59,6.10,16.98,4,0.4872
10.58,48.97,45.86,13.68,27.77,46.60,20.26,46.86,4.23,35.41,38.07,4.18,4.65,3.94,6.42,8.40,19.30,7.74,17.64,13.49,12.38,42.58,16.59,9.43,nan,21.64,14.20,12.44,46.70,10.34,17.80,8.98,2.99,9.83,6.24,15.01,3,0.5608
12.73,31.71,42.52,12.90,25.13,30.41,27.10,42.90,2.03,nan,52.10,3.99,4.53,4.00,10.36,13.12,20.04,8.09,16.17,15.51,13.50,17.90,11.53,8.08,3.85,13.95,15.77,7.10,43.23,13.11,9.76,14.92,nan,12.17,9.14,14.70,1,0.5072
nan,48.31,35.19,9.66,34.19,31.81,28.07,40.97,4.02,23.75,47.54,5.92,3.00,2.67,12.40,13.46,18.75,11.85,nan,14.16,15.94,23.93,12.28,8.24,1.68,15.76,nan,10.35,30.97,nan,13.51,12.47,3.88,15.58,11.99,18.05,5,0.5209
7.08,42.67,30.61,8.40,47.78,27.45,38.96,41.53,3.82,29.07,47.44,3.39,5.31,4.50,15.16,14.33,14.83,11.36,7.21,10.96,12.32,29.89,12.36,6.36,4.43,18.40,13.04,13.10,30.66,13.76,12.97,14.82,2.63,16.39,15.16,19.14,5,0.5389
18.17,58.76,27.41,14.30,40.99,nan,31.98,35.95,3.55,37.08,51.37,4.03,nan,2.69,nan,11.19,13.65,9.53,nan,7.78,17.71,nan,18.06,14.68,2.96,13.72,19.04,15.75,38.52,9.10,11.85,11.08,3.04,15.11,1.73,18.89,1,0.5580
12.17,45.46,32.17,10.14,38.47,34.55,35.31,32.97,6.08,25.63,17.63,nan,2.80,3.98,11.68,16.30,20.23,7.28,8.79,16.04,8.17,22.46,9.64,9.74,nan,9.07,17.53,16.00,27.97,12.90,20.22,8.31,1.55,20.08,12.52,20.36,1,0.5030
15.45,50.70,24.70,7.14,17.22,36.76,28.08,34.62,4.24,31.20,45.74,2.17,4.03,4.75,3.99,10.13,14.63,9.52,4.53,13.03,20.99,35.55,10.60,13.70,4.03,12.15,10.15,13.86,49.51,5.87,15.03,15.91,2.35,7.04,4.83,19.00,1,0.5123
10.89,62.08,45.00,4.52,32.22,35.21,28.66,31.52,4.26,32.99,68.48,1.64,4.14,4.35,16.44,16.46,10.77,8.01,12.98,9.71,17.68,31.92,12.16,14.12,5.21,20.19,15.47,12.57,45.22,7.15,14.50,18.49,2.97,16.56,4.94,19.09,0,0.5821
11.58,36.97,50.38,10.12,30.63,21.76,12.59,40.89,2.15,25.01,58.33,1.88,5.09,3.76,13.00,8.31,15.58,8.33,19.53,15.54,15.92,8.10,7.70,6.50,2.99,12.92,13.57,9.89,54.73,nan,9.54,16.40,4.27,21.53,0.09,nan,0,0.5149
15.28,46.13,32.28,8.65,37.84,29.89,44.50,45.01,nan,35.81,47.20,2.42,4.30,6.31,12.60,13.78,15.29,9.01,7.83,14.62,8.62,36.59,17.40,11.28,2.13,17.91,14.70,13.24,44.49,11.41,13.72,21.30,2.93,nan,7.52,22.73,1,0.5746
nan,34.38,38.41,11.84,36.55,27.16,35.38,47.91,2.70,39.19,74.00,2.25,3.08,4.48,4.88,11.29,6.79,13.99,14.63,8.85,10.79,40.84,11.69,9.72,4.50,nan,nan,12.83,36.46,12.26,6.07,17.84,2.96,7.41,nan,10.70,0,0.5574
10.21,53.84,43.20,12.48,31.83,46.51,nan,40.90,3.98,36.07,35.97,1.95,4.51,4.22,6.42,14.95,13.36,8.74,12.10,12.60,11.91,45.80,14.13,12.66,4.50,19.33,16.37,11.89,33.70,11.65,nan,10.89,4.57,9.59,5.73,17.99,5,0.5639
10.05,48.41,46.72,8.11,13.12,31.58,30.14,39.74,3.99,25.98,45.76,5.22,2.13,4.36,8.08,16.54,18.04,11.47,nan,16.12,13.23,37.77,11.88,10.63,2.05,16.93,15.64,8.42,29.62,13.40,18.75,14.88,3.78,14.04,0.58,11.44,4,0.5036
14.11,44.17,49.42,15.83,33.19,nan,36.51,35.49,2.88,21.49,61.79,3.05,5.59,nan,12.31,10.03,10.21,8.17,16.60,12.45,18.17,19.62,13.41,10.09,2.32,nan,16.01,9.01,37.48,12.13,15.42,18.79,1.90,18.25,8.08,10.32,0,0.5492
8.15,nan,42.87,11.12,38.51,36.53,21.25,49.74,4.79,29.20,34.12,1.88,nan,3.63,7.95,12.04,16.96,12.95,10.83,18.70,13.35,31.80,9.04,7.62,5.27,20.61,11.99,14.46,47.81,13.46,15.40,14.00,3.37,16.45,6.73,21.85,5,0.5576
13.43,44.93,39.15,10.16,37.19,30.86,33.69,31.18,4.99,27.57,43.15,3.96,3.56,5.10,14.26,12.78,19.07,5.18,12.77,13.62,14.17,20.67,14.23,9.46,nan,15.88,19.23,13.40,38.84,14.05,16.15,13.92,4.20,21.82,12.10,16.90,1,0.5434
11.59,55.54,35.49,9.30,21.84,35.99,28.92,nan,4.23,31.87,43.96,4.67,5.87,nan,11.66,13.82,20.00,9.60,12.05,14.69,16.05,24.83,13.27,6.22,5.44,13.24,18.14,14.49,31.27,10.57,18.65,15.20,2.92,17.87,7.71,17.50,4,0.5292
15.23,57.90,48.79,13.67,24.39,34.74,28.80,33.70,3.12,13.13,53.36,4.49,2.65,4.40,9.86,16.32,19.24,14.44,16.65,16.73,24.51,4.73,8.64,6.82,4.88,15.09,16.22,7.22,34.04,14.03,18.63,13.92,3.94,19.19,9.11,18.22,4,0.5487
5.40,62.88,27.57,13.38,30.87,45.88,30.30,31.87,nan,33.35,32.09,4.14,4.36,2.97,9.05,12.27,17.82,11.74,8.45,14.20,18.78,27.80,13.48,9.84,4.81,9.72,15.82,16.33,28.05,11.48,19.61,18.01,2.40,17.23,8.09,19.88,4,0.5358
11.14,54.84,39.77,10.65,46.93,27.48,29.14,50.73,2.03,33.85,49.86,3.35,4.99,3.62,14.27,9.55,15.72,14.73,13.31,13.30,9.95,27.12,15.70,9.81,1.90,18.14,19.70,11.52,32.91,9.94,nan,13.36,1.66,14.22,7.09,22.39,1,0.5646
9.11,58.52,45.36,8.82,38.12,42.67,28.63,nan,4.39,36.93,28.87,5.42,2.89,4.16,6.42,13.26,15.19,11.26,11.06,14.03,12.25,46.26,12.82,15.03,1.92,22.31,18.16,14.20,37.87,15.16,22.44,7.93,0.96,12.80,5.21,18.82,5,0.5717
5.49,55.96,32.98,8.45,41.07,44.03,21.28,36.25,3.96,32.40,33.28,2.43,2.88,3.98,14.73,11.08,20.37,8.03,12.55,12.18,16.56,33.05,15.74,7.95,4.21,17.83,11.33,16.86,40.49,12.33,17.75,9.13,6.17,16.31,13.43,18.75,5,0.5493
7.29,42.02,38.57,4.72,13.92,23.26,23.74,38.76,4.20,27.53,nan,3.06,4.22,4.42,10.75,13.21,13.48,10.30,10.58,14.23,21.40,22.83,9.13,2.07,4.06,11.80,13.34,5.48,26.04,7.25,9.79,11.94,4.82,17.58,3.60,16.05,5,0.4579
12.58,30.30,48.65,15.70,41.75,18.87,13.36,67.79,3.70,14.15,26.71,2.50,3.89,4.41,10.05,2.72,nan,10.86,7.23,17.50,7.55,32.77,10.70,6.22,3.49,27.09,10.81,8.57,45.52,12.44,16.42,3.47,3.38,16.44,7.81,11.92,4,0.4906
12.46,28.49,46.37,11.36,52.96,20.56,18.44,58.99,2.54,5.09,32.09,3.48,2.75,3.94,15.55,12.70,21.55,9.06,10.07,17.04,10.44,25.32,nan,8.75,2.99,25.20,1.90,8.35,51.91,15.45,8.53,0.63,2.11,18.32,11.08,12.72,4,0.5022
9.13,39.04,33.47,11.71,30.62,35.28,33.06,30.20,3.45,23.20,44.38,4.48,5.53,3.67,12.02,11.64,17.40,5.25,10.77,13.35,19.54,20.36,12.38,9.98,3.15,10.61,15.55,10.61,39.71,15.22,13.43,17.00,3.85,14.61,11.31,16.30,4,0.5136
9.44,26.43,54.54,12.30,35.76,22.93,22.55,56.47,2.72,40.13,76.04,1.78,4.66,4.21,7.51,1.49,8.07,11.00,20.53,9.60,1.71,43.60,10.10,7.33,3.76,22.90,18.99,11.06,51.65,5.09,nan,21.80,3.25,9.94,10.47,10.23,0,0.5680
nan,nan,30.30,7.92,18.75,23.86,22.59,39.56,3.62,nan,49.44,3.30,2.82,4.77,12.75,11.31,nan,14.38,14.10,13.42,8.30,24.23,14.51,12.08,0.85,5.26,11.23,10.04,38.79,18.05,11.10,22.36,1.13,5.59,4.72,7.83,5,0.4598
15.99,56.46,36.57,8.80,26.65,26.85,39.04,33.20,2.77,29.70,nan,3.77,2.69,3.58,13.47,17.21,22.06,nan,8.84,14.05,12.64,20.39,12.23,9.03,3.73,17.08,23.28,14.87,29.40,15.78,21.03,19.74,4.23,19.57,6.90,18.38,4,0.5479
6.67,20.43,25.77,8.98,21.60,nan,20.93,42.21,3.56,20.79,51.19,3.67,3.68,5.59,10.66,6.09,26.28,14.31,10.72,12.00,6.57,18.05,9.85,8.20,2.58,7.28,10.22,9.06,43.75,13.37,10.54,25.39,3.77,8.67,9.86,12.98,5,0.4561
8.96,44.02,35.27,9.88,nan,40.72,30.74,36.47,3.41,23.96,30.30,2.82,5.79,3.82,13.06,16.10,19.29,3.53,9.74,18.18,18.46,29.78,12.98,5.84,4.05,9.93,14.21,13.08,33.98,15.40,16.51,11.50,nan,12.08,7.57,15.29,4,0.4888
12.73,54.31,35.66,14.24,48.68,35.50,35.32,36.60,3.18,34.05,nan,4.46,4.67,3.80,9.81,12.09,13.04,13.04,17.33,10.91,14.29,20.78,18.15,nan,4.18,14.09,19.29,12.04,33.38,12.24,12.24,12.95,5.04,17.16,8.33,19.77,1,0.5780
